SponsorApplicant,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
MUTUAL PHARM                                      ,1,CAPSULE;ORAL,EQ 50MG BASE,1,AB,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
MUTUAL PHARM                                      ,1,CAPSULE;ORAL,EQ 100MG BASE,1,AB,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
MUTUAL PHARM                                      ,1,TABLET;ORAL,EQ 100MG BASE,1,AB,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,VANCOLED,VANCOMYCIN HYDROCHLORIDE
HIKMA MAPLE                                       ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,VANCOLED,VANCOMYCIN HYDROCHLORIDE
HIKMA MAPLE                                       ,3,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,VANCOLED,VANCOMYCIN HYDROCHLORIDE
HIKMA MAPLE                                       ,4,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL,3,,0,VANCOLED,VANCOMYCIN HYDROCHLORIDE
HIKMA MAPLE                                       ,5,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,3,,0,VANCOLED,VANCOMYCIN HYDROCHLORIDE
TEVA                                              ,1,CAPSULE;ORAL,250MG,3,,0,CEPHRADINE,CEPHRADINE
TEVA                                              ,2,CAPSULE;ORAL,500MG,3,,0,CEPHRADINE,CEPHRADINE
PVT FORM                                          ,1,CAPSULE;ORAL,250MG,3,,0,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE
PVT FORM                                          ,2,CAPSULE;ORAL,500MG,3,,0,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE
PADDOCK LLC                                       ,1,SOLUTION;TOPICAL,0.02,1,AT,0,ERYTHRA-DERM,ERYTHROMYCIN
ABRAXIS PHARM                                     ,2,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
ABRAXIS PHARM                                     ,3,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
ABRAXIS PHARM                                     ,4,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
ABRAXIS PHARM                                     ,5,INJECTABLE;INJECTION,EQ 20GM BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
GLAXOSMITHKLINE                                   ,1,INJECTABLE;INJECTION,EQ 3GM BASE/VIAL,3,,0,TICAR,TICARCILLIN DISODIUM
GLAXOSMITHKLINE                                   ,1,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL;EQ 3GM BASE/VIAL,1,,0,TIMENTIN,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,EQ 125MG BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
HIKMA MAPLE                                       ,2,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
HIKMA MAPLE                                       ,3,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
HIKMA MAPLE                                       ,4,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
HIKMA MAPLE                                       ,5,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
HIKMA MAPLE                                       ,6,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,3,,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
TEVA                                              ,1,FOR SUSPENSION;ORAL,125MG/5ML,3,,0,CEPHRADINE,CEPHRADINE
TEVA                                              ,2,FOR SUSPENSION;ORAL,250MG/5ML,3,,0,CEPHRADINE,CEPHRADINE
TEVA                                              ,1,CAPSULE;ORAL,EQ 500MG BASE,3,,0,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE
QUAD PHARMS                                       ,1,Injectable; Injection,"10,000 UNITS/VIAL",3,,0,BACITRACIN,BACITRACIN
QUAD PHARMS                                       ,2,Injectable; Injection,"50,000 UNITS/VIAL",3,,0,BACITRACIN,BACITRACIN
BAYER PHARMS                                      ,1,INJECTABLE;INJECTION,EQ 3GM BASE/VIAL,3,,0,MEZLIN,MEZLOCILLIN SODIUM MONOHYDRATE
BAYER PHARMS                                      ,2,INJECTABLE;INJECTION,EQ 4GM BASE/VIAL,3,,0,MEZLIN,MEZLOCILLIN SODIUM MONOHYDRATE
ANI PHARMS INC                                    ,1,FOR SUSPENSION;ORAL,EQ 125MG BASE/5ML,3,,0,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE
ANI PHARMS INC                                    ,2,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML,3,,0,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE
ANI PHARMS INC                                    ,3,FOR SUSPENSION;ORAL,EQ 500MG BASE/5ML,3,,0,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE
TEVA                                              ,1,CAPSULE;ORAL,EQ 250MG BASE,1,AB,0,CEPHALEXIN,CEPHALEXIN
TEVA                                              ,2,CAPSULE;ORAL,EQ 500MG BASE,1,AB,0,CEPHALEXIN,CEPHALEXIN
TEVA                                              ,1,FOR SUSPENSION;ORAL,EQ 125MG BASE/5ML,1,AB,0,CEPHALEXIN,CEPHALEXIN
TEVA                                              ,2,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML,1,AB,1,CEPHALEXIN,CEPHALEXIN
LILLY                                             ,1,INJECTABLE;INJECTION,EQ 10MG BASE/ML,3,,0,NEBCIN,TOBRAMYCIN SULFATE
ELKINS SINN                                       ,1,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ELKINS SINN                                       ,2,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ELKINS SINN                                       ,3,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ELKINS SINN                                       ,4,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ELKINS SINN                                       ,5,INJECTABLE;INJECTION,EQ 4GM BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ELKINS SINN                                       ,6,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
BELCHER PHARMS                                    ,1,CAPSULE;ORAL,EQ 250MG BASE,1,AB,0,CEPHALEXIN,CEPHALEXIN
BELCHER PHARMS                                    ,2,CAPSULE;ORAL,EQ 500MG BASE,1,AB,0,CEPHALEXIN,CEPHALEXIN
ALCON PHARMS LTD                                  ,1,SOLUTION/DROPS;OPHTHALMIC,EQ 0.1% PHOSPHATE;EQ 3.5MG BASE/ML,3,,0,NEOMYCIN SULFATE-DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE
ANI PHARMS INC                                    ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,VANCOCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
ANI PHARMS INC                                    ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,VANCOCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
WYETH AYERST                                      ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,UNIPEN,NAFCILLIN SODIUM
WYETH AYERST                                      ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,UNIPEN,NAFCILLIN SODIUM
WYETH AYERST                                      ,4,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,UNIPEN,NAFCILLIN SODIUM
WYETH AYERST                                      ,1,INJECTABLE;INJECTION,EQ 125MG BASE/VIAL,3,,0,OMNIPEN-N,AMPICILLIN SODIUM
WYETH AYERST                                      ,2,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,3,,0,OMNIPEN-N,AMPICILLIN SODIUM
WYETH AYERST                                      ,3,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,OMNIPEN-N,AMPICILLIN SODIUM
WYETH AYERST                                      ,4,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,OMNIPEN-N,AMPICILLIN SODIUM
WYETH AYERST                                      ,5,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,OMNIPEN-N,AMPICILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,1,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,1,AP,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,3,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,1,AP,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
HIKMA MAPLE                                       ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
HIKMA MAPLE                                       ,3,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
HIKMA MAPLE                                       ,4,INJECTABLE;INJECTION,EQ 20GM BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
ALCON PHARMS LTD                                  ,1,SUSPENSION/DROPS;OPHTHALMIC,"0.1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML",3,,0,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
ABRAXIS PHARM                                     ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
ABRAXIS PHARM                                     ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
ABRAXIS PHARM                                     ,3,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
ABRAXIS PHARM                                     ,4,INJECTABLE;INJECTION,EQ 4GM BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
ABRAXIS PHARM                                     ,5,INJECTABLE;INJECTION,EQ 20GM BASE/VIAL,3,,0,CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM
APOTHECON                                         ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEFADYL,CEPHAPIRIN SODIUM
APOTHECON                                         ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,CEFADYL,CEPHAPIRIN SODIUM
APOTHECON                                         ,1,CAPSULE;ORAL,EQ 500MG BASE,3,,0,KANTREX,KANAMYCIN SULFATE
GLAXOSMITHKLINE                                   ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,TOTACILLIN-N,AMPICILLIN SODIUM
GLAXOSMITHKLINE                                   ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,TOTACILLIN-N,AMPICILLIN SODIUM
ABRAXIS PHARM                                     ,1,INJECTABLE;INJECTION,50MG/VIAL,3,,0,AMPHOTERICIN B,AMPHOTERICIN B
BAXTER HLTHCARE                                   ,1,INJECTABLE;INJECTION,EQ 20MG BASE/ML,3,,0,CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM
BAXTER HLTHCARE                                   ,2,INJECTABLE;INJECTION,EQ 40MG BASE/ML,3,,0,CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM
ALPHARMA US PHARMS                                ,1,OINTMENT;TOPICAL,"100,000 UNITS/GM",3,,0,MYKINAC,NYSTATIN
SANDOZ                                            ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,1,NAFCILLIN SODIUM,NAFCILLIN SODIUM
SANDOZ                                            ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,1,AP,1,NAFCILLIN SODIUM,NAFCILLIN SODIUM
G AND W LABS INC                                  ,1,OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%",3,,0,MYKACET,NYSTATIN; TRIAMCINOLONE ACETONIDE
GLAXOSMITHKLINE                                   ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,BACTOCILL,OXACILLIN SODIUM
GLAXOSMITHKLINE                                   ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,BACTOCILL,OXACILLIN SODIUM
SANDOZ                                            ,1,POWDER;INTRAVENOUS,EQ 1GM BASE/VIAL,1,AP,1,OXACILLIN SODIUM,OXACILLIN SODIUM
SANDOZ                                            ,2,POWDER;INTRAVENOUS,EQ 2GM BASE/VIAL,1,AP,1,OXACILLIN SODIUM,OXACILLIN SODIUM
SANDOZ                                            ,1,POWDER;INTRAVENOUS,EQ 1GM BASE/VIAL,1,AP,1,AMPICILLIN SODIUM,AMPICILLIN SODIUM
SANDOZ                                            ,2,POWDER;INTRAVENOUS,EQ 2GM BASE/VIAL,1,AP,1,AMPICILLIN SODIUM,AMPICILLIN SODIUM
LILLY                                             ,1,INJECTABLE;INJECTION,1GM/VIAL,3,,0,TAZIDIME IN PLASTIC CONTAINER,CEFTAZIDIME
LILLY                                             ,2,INJECTABLE;INJECTION,2GM/VIAL,3,,0,TAZIDIME IN PLASTIC CONTAINER,CEFTAZIDIME
LILLY                                             ,1,TABLET;ORAL,EQ 250MG BASE,3,,0,KEFLET,CEPHALEXIN
LILLY                                             ,2,TABLET;ORAL,EQ 500MG BASE,3,,0,KEFLET,CEPHALEXIN
ARBOR PHARMS LLC                                  ,1,"CAPSULE, DELAYED REL PELLETS;ORAL",250MG,1,AB,0,ERYTHROMYCIN,ERYTHROMYCIN
ABRAXIS PHARM                                     ,1,INJECTABLE;INJECTION,EQ 150MG BASE/ML,3,,0,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
WESTWOOD SQUIBB                                   ,1,SWAB;TOPICAL,0.02,3,,0,T-STAT,ERYTHROMYCIN
WYETH PHARMS INC                                  ,1,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,PIPRACIL,PIPERACILLIN SODIUM
WYETH PHARMS INC                                  ,2,INJECTABLE;INJECTION,EQ 3GM BASE/VIAL,3,,0,PIPRACIL,PIPERACILLIN SODIUM
WYETH PHARMS INC                                  ,3,INJECTABLE;INJECTION,EQ 4GM BASE/VIAL,3,,0,PIPRACIL,PIPERACILLIN SODIUM
IVAX SUB TEVA PHARMS                              ,1,SWAB;TOPICAL,0.02,3,,0,C-SOLVE-2,ERYTHROMYCIN
LABS ATRAL                                        ,1,CAPSULE;ORAL,250MG,3,,0,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE
LABS ATRAL                                        ,2,CAPSULE;ORAL,500MG,3,,0,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE
GLAXOSMITHKLINE                                   ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,NALLPEN,NAFCILLIN SODIUM
GLAXOSMITHKLINE                                   ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,NALLPEN,NAFCILLIN SODIUM
MERCK                                             ,1,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL;250MG/VIAL,3,,0,PRIMAXIN,CILASTATIN SODIUM; IMIPENEM
MERCK                                             ,2,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL;500MG/VIAL,3,,0,PRIMAXIN,CILASTATIN SODIUM; IMIPENEM
MYLAN INSTITUTIONAL                               ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,MEFOXIN,CEFOXITIN SODIUM
MYLAN INSTITUTIONAL                               ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,MEFOXIN,CEFOXITIN SODIUM
ALRA                                              ,1,GRANULE;ORAL,EQ 200MG BASE/5ML;EQ 600MG BASE/5ML,3,,0,ERYZOLE,ERYTHROMYCIN ETHYLSUCCINATE; SULFISOXAZOLE ACETYL
BARR                                              ,1,GRANULE;ORAL,EQ 200MG BASE/5ML;EQ 600MG BASE/5ML,1,,1,ERYTHROMYCIN ETHYLSUCCINATE AND SULFISOXAZOLE ACETYL,ERYTHROMYCIN ETHYLSUCCINATE; SULFISOXAZOLE ACETYL
TEVA                                              ,1,CAPSULE;ORAL,EQ 250MG BASE,3,,0,CEPHALEXIN,CEPHALEXIN
TEVA                                              ,1,CAPSULE;ORAL,EQ 500MG BASE,3,,0,CEPHALEXIN,CEPHALEXIN
IVAX SUB TEVA PHARMS                              ,1,CAPSULE;ORAL,250MG,3,,0,CEPHRADINE,CEPHRADINE
IVAX SUB TEVA PHARMS                              ,2,CAPSULE;ORAL,500MG,3,,0,CEPHRADINE,CEPHRADINE
INTERPHARM                                        ,1,CAPSULE;ORAL,EQ 50MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
INTERPHARM                                        ,2,CAPSULE;ORAL,EQ 100MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
INTERPHARM                                        ,1,TABLET;ORAL,EQ 100MG BASE,3,,0,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
IVAX SUB TEVA PHARMS                              ,1,CAPSULE;ORAL,EQ 500MG BASE,3,,0,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE
TEVA                                              ,1,FOR SUSPENSION;ORAL,EQ 125MG BASE/5ML,3,,0,CEPHALEXIN,CEPHALEXIN
TEVA                                              ,1,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML,3,,0,CEPHALEXIN,CEPHALEXIN
HANFORD GC                                        ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
BARR                                              ,1,CAPSULE;ORAL,EQ 250MG BASE,3,,0,CEPHALEXIN,CEPHALEXIN
TEVA PHARMS                                       ,1,TABLET;ORAL,EQ 1GM BASE,1,,1,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE
BARR                                              ,1,CAPSULE;ORAL,EQ 500MG BASE,3,,0,CEPHALEXIN,CEPHALEXIN
TEVA                                              ,1,SUSPENSION;ORAL,"100,000 UNITS/ML",3,,0,NYSTATIN,NYSTATIN
BARR                                              ,1,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML,3,,0,CEPHALEXIN,CEPHALEXIN
BARR                                              ,1,FOR SUSPENSION;ORAL,EQ 125MG BASE/5ML,3,,0,CEPHALEXIN,CEPHALEXIN
VITARINE                                          ,1,FOR SUSPENSION;ORAL,EQ 125MG BASE/5ML,3,,0,CEPHALEXIN,CEPHALEXIN
VITARINE                                          ,1,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML,3,,0,CEPHALEXIN,CEPHALEXIN
QUAD PHARMS                                       ,1,Injectable; Injection,EQ 300MG BASE/ML,3,,0,LINCOMYCIN HCL,LINCOMYCIN HYDROCHLORIDE
WATSON LABS                                       ,1,SOLUTION/DROPS;OPHTHALMIC,"0.025MG/ML;EQ 1.75MG BASE/ML;10,000 UNITS/ML",3,,0,NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
SUN PHARM INDS (IN)                               ,1,CAPSULE;ORAL,EQ 250MG BASE,1,AB,0,CEPHALEXIN,CEPHALEXIN
SUN PHARM INDS (IN)                               ,2,CAPSULE;ORAL,EQ 500MG BASE,1,AB,0,CEPHALEXIN,CEPHALEXIN
QUAD PHARMS                                       ,1,Injectable; Injection,EQ 150MG BASE/ML,3,,0,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
ISTITUTO BIO ITA SPA                              ,1,INJECTABLE;INJECTION,EQ 125MG BASE/VIAL,1,AP,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,1,AP,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,3,INJECTABLE;INJECTION,EQ 125MG BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,4,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
ISTITUTO BIO ITA SPA                              ,5,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,OXACILLIN SODIUM,OXACILLIN SODIUM
COMBE                                             ,1,OINTMENT;TOPICAL,500 UNITS/GM,3,,0,BACITRACIN,BACITRACIN
HOSPIRA                                           ,1,INJECTABLE;INJECTION,EQ 150MG BASE/ML,1,AP,0,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,EQ 150MG BASE/ML,1,AP,0,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
PHARMACIA AND UPJOHN                              ,1,INJECTABLE;INJECTION,EQ 150MG BASE/ML,1,AP,0,CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,EQ 150MG BASE/ML,3,,0,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
HIKMA MAPLE                                       ,1,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
HIKMA MAPLE                                       ,2,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
HIKMA MAPLE                                       ,3,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
HIKMA MAPLE                                       ,4,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
HIKMA MAPLE                                       ,5,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
HIKMA MAPLE                                       ,6,INJECTABLE;INJECTION,EQ 20GM BASE/VIAL,3,,0,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
PUREPAC PHARM                                     ,1,CAPSULE;ORAL,EQ 250MG BASE,3,,0,CEPHALEXIN,CEPHALEXIN
PUREPAC PHARM                                     ,2,CAPSULE;ORAL,EQ 500MG BASE,3,,0,CEPHALEXIN,CEPHALEXIN
G AND W LABS INC                                  ,1,SOLUTION;TOPICAL,EQ 1% BASE,1,AT,0,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
ANI PHARMS INC                                    ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,VANCOCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
ANI PHARMS INC                                    ,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,3,,0,VANCOCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
ANI PHARMS INC                                    ,3,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,3,,0,VANCOCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
VITARINE                                          ,1,CAPSULE;ORAL,250MG,3,,0,CEPHRADINE,CEPHRADINE
VITARINE                                          ,2,CAPSULE;ORAL,500MG,3,,0,CEPHRADINE,CEPHRADINE
B BRAUN                                           ,1,INJECTABLE;INJECTION,EQ 0.8MG BASE/ML,1,AP,1,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
B BRAUN                                           ,2,INJECTABLE;INJECTION,EQ 1.2MG BASE/ML,1,AP,1,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
B BRAUN                                           ,3,INJECTABLE;INJECTION,EQ 1.4MG BASE/ML,1,AP,1,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
B BRAUN                                           ,4,INJECTABLE;INJECTION,EQ 1.6MG BASE/ML,1,AP,1,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE
